,user,date,renderedContent
1701,hasbeenhack1,2013-07-03 05:54:04+00:00,"#followme Batal Tampil di LA, Lionel Messi Tuai Kecaman: ""Kami menyesal mensponsori acara ini,"" In... http://t.co/DKf5QHZQJF #openfollow"
1702,Alfie_News,2013-07-03 05:54:01+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman: ""Kami menyesal mensponsori acara ini,"" Ines Calderon. http://t.co/9GOeKy2yZJ"
1703,MrRedMX,2013-07-03 05:53:56+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/pj6mVoep1S"
1704,Rezahanafii27,2013-07-03 05:53:54+00:00,"#OpenFollow Batal Tampil di LA, Lionel Messi Tuai Kecaman: ""Kami menyesal mensponsori acara ini,"" ... http://t.co/sHG5tQgaE6 #OpenFollow"
1705,ihsanrffauzi,2013-07-03 05:53:45+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman: ""Kami menyesal mensponsori acara ini,"" Ines Calderon. http://t.co/YxzIeO3Dn1"
1706,ArieWahyu_Ry,2013-07-03 05:53:25+00:00,"#TeamFollowBack #jfb Batal Tampil di LA, Lionel Messi Tuai Kecaman  #tfb #fb #FollowBack"
1707,Lintassoccer,2013-07-03 05:51:17+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/Xooq9pENHK"
1708,BolaEnergizer,2013-07-03 05:51:17+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman: ""Kami menyesal mensponsori acara ini,"" Ines Calderon."
1709,OfficialPras,2013-07-03 05:47:04+00:00,"""@VIVAbola: Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/7nVA1DEti3 @INDOBARCELONA"""
1710,putraile,2013-07-03 05:46:03+00:00,"RT @VIVAnews RT @VIVAbola: Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/7XgiezDwTC"
1711,FSetyawanyos,2013-07-03 05:44:50+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/1ZMAeUW7vJ"
1712,krisna1014,2013-07-03 05:44:49+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/yskAj30Pe5"
1713,rahmadansid,2013-07-03 05:44:49+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/xRF2Ha4bQ3"
1714,Valdes_ID,2013-07-03 05:43:49+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/hXBrRLAZve"
1715,frhnzizf,2013-07-03 05:43:03+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/6m0dpeA6Z7"
1716,widanditya9,2013-07-03 05:43:03+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/CVC6UlHMky"
1717,Syahrul_tekhnik,2013-07-03 05:43:03+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/675zJZwJTi"
1718,Nastasic_ID,2013-07-03 05:42:45+00:00,"#Vesti Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/iD1U0gjzNN"
1719,pimmang252,2013-07-03 05:42:02+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/7ewy7ltSnc"
1720,VIVAbola,2013-07-03 05:41:38+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/1BHfJtOd7n @INDOBARCELONA"
1721,blogbolaTOP,2013-07-03 05:40:16+00:00,"Batal Tampil di LA, Lionel Messi Tuai Kecaman - http://t.co/TkeUhJnQ1n http://t.co/N9dzGPOOx5"
1722,VIVAcoid,2013-07-03 05:39:38+00:00,"RT @VIVAbola: Batal Tampil di LA, Lionel Messi Tuai Kecaman http://t.co/4TTIidGq9g"
1723,WACSW,2013-05-09 11:42:12+00:00,Rencana Hollywood membuat film kisah hidup Lionel Messi terancam batal.
1724,ID_LionelMessi,2013-04-26 23:51:04+00:00,#BeritaFCB: Fiorentina Batal Kejar Alvaro Negredo http://t.co/hwKwN5akE7 (via http://t.co/xbxTdsKqEw)
1725,iqbaljapar,2013-03-29 15:47:25+00:00,Semoga batal! Buang2 duit! RT @my_supersoccer: BTN siapkan Rp 300 Miliar untuk datangkan Lionel Messi dkk. Semoga ini bukan harapan palsu.
1726,Mangejafaiz,2013-03-21 03:04:26+00:00,"RT""@Metro_TV: Arema Indonesia Batal Hadirkan Lionel Messi dan Cesc Fabregas http://t.co/RBjPXKDtLF"""
1727,TheThing181,2012-11-23 04:57:33+00:00,"Mimpi lionel messi,neymar dan cr7 merapat ke persib,serasa nyata. Sayang,keburu bangun....mrk jd batal merapat..."
1728,Bimosaurs,2012-09-19 22:54:35+00:00,Wow ! RT @/Bolanet: http://t.co/bIG2uQuL - Arema ISL Batal Rekrut Lionel Messi
1729,Trenityboy27,2012-09-18 13:55:28+00:00,"lionel messi ? waw, hahaha RT @persibonline: Messi Batal Tiba di Bandung: BANDUNG (18/9/2012) - Gelandang (cont) http://t.co/x3yCCRgK"
1730,allim_area,2012-08-30 14:28:24+00:00,"Semoga tdk batal RT @bola_indonesia: Superball : Tahun Depan, Indonesia Ladeni Lionel Messi dkk http://t.co/lBy5IpmH"
1731,dedi_jamal,2012-08-30 14:04:45+00:00,"Nanti juga batal""@muslimhafidz: Tahun Depan, Indonesia Ladeni Lionel Messi dkk - http://t.co/TkFN5vDa http://t.co/LAFIrsam"
1732,Dodynalapraya,2012-08-30 13:32:18+00:00,"Paling yo batal :| RT @tribunnews: Tahun Depan, Indonesia Ladeni Lionel Messi dkk - http://t.co/YZIxe5PS http://t.co/fgjwcoVu"
1733,Marsha_vero,2012-08-16 12:12:24+00:00,"""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1734,starrygln,2012-08-16 12:05:34+00:00,"Wkwkwk *poke @Ardhiansyah_4  RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1735,ziqryrifana,2012-08-16 09:24:16+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1736,nvm_alghip,2012-08-16 07:18:15+00:00,"RTwk @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1737,Ranadityaa,2012-08-16 06:33:49+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1738,brammeswara,2012-08-16 03:12:01+00:00,"Klo CR kemana min? RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1739,vitonaufalpriyo,2012-08-16 03:07:49+00:00,":| ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1740,MAndika_P,2012-08-16 02:42:33+00:00,"kasian RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1741,Maulanajobert,2012-08-16 01:59:14+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1742,fitrayahya,2012-08-15 22:32:54+00:00,"LOL RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1743,anto_soul2045,2012-08-15 22:16:34+00:00,"Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini."
1744,sandymriyandi,2012-08-15 21:57:01+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1745,arsiniar,2012-08-15 21:49:56+00:00,"Behahahaha RT @Julianjasco: RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1746,odiguain,2012-08-15 21:35:19+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1747,Abdulmt91,2012-08-15 21:08:11+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1748,XavIrma,2012-08-15 16:22:02+00:00,"MWAHAHA RT@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1749,wita_desandri,2012-08-15 16:15:00+00:00,":) ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1750,RosepDa,2012-08-15 15:52:08+00:00,"Messi kan mudiknya ke planet Namec :D RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1751,hestyrusli,2012-08-15 15:35:11+00:00,"RT @DealerTrgn: RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1752,tengkuridhok,2012-08-15 15:24:57+00:00,"PlanetRT @faisalpesek: Mars apa wak?RT ridhokdhok: BahahaRT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1753,hooknyafranco,2012-08-15 15:24:04+00:00,"Mars apa wak?RT @ridhokdhok: BahahaRT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1754,tengkuridhok,2012-08-15 15:19:46+00:00,"BahahaRT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1755,Liputan89,2012-08-15 15:11:04+00:00,"Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1756,HenyAnugrah,2012-08-15 15:10:58+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1757,ootm200818,2012-08-15 15:08:18+00:00,"Eaaaaa.... :D RT @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1758,ppprilla,2012-08-15 14:31:13+00:00,"Aboy ga mudik:(RT @byrarctic: wakakakaka tai bgt lah ini RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1759,RoryTrisaputra,2012-08-15 14:27:25+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1760,alfarabysh,2012-08-15 14:23:51+00:00,"Alien! -_____- RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1761,AdiprimaS,2012-08-15 14:09:49+00:00,"Haha nice one ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1762,swersuer,2012-08-15 13:56:34+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini http://t.co/PALFZxem"
1763,prymdwnk,2012-08-15 13:53:18+00:00,"Hhaha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1764,nusDenus,2012-08-15 13:51:57+00:00,"Alien haha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1765,rnrmdhn,2012-08-15 13:51:21+00:00,"Alien! :)) RT @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1766,vickyazri,2012-08-15 13:40:25+00:00,"""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1767,MudahLaparr,2012-08-15 13:22:06+00:00,"Lol.. RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1768,ratna_mardiyPsy,2012-08-15 13:17:27+00:00,"(̾˘̶̀̾ ̯˘̶́̾ ̾̾'̾̾)̾ RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1769,BonCexLee,2012-08-15 13:16:52+00:00,"RT ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1770,gandsdungs,2012-08-15 13:15:53+00:00,"@my_supersoccer RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1771,myudhiprawira,2012-08-15 13:13:59+00:00,"LOL!!!! RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun In"
1772,rendindoy,2012-08-15 13:12:23+00:00,"Nih min @my_supersoccer , si alien ga jd mudik RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1773,ryanpradityaa,2012-08-15 13:10:12+00:00,"Okesip. RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1774,isben_montana,2012-08-15 13:09:41+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1775,fikrikrnwn,2012-08-15 13:01:02+00:00,"Cc: @my_supersoccer :)) RT: @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1776,TisuGoreng,2012-08-15 12:59:27+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1777,feriqalenist,2012-08-15 12:57:26+00:00,"Hahaha :D RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1778,dwityaharits,2012-08-15 12:57:13+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1779,steffisalim,2012-08-15 12:54:57+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1780,AdryanHafizh,2012-08-15 12:51:42+00:00,"Hahahahaha @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1781,leli_____,2012-08-15 12:49:21+00:00,"yaahhh, ciyaaan :( RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1782,wisnuw,2012-08-15 12:48:24+00:00,"LOL!! RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1783,waycorleone,2012-08-15 12:48:19+00:00,"Da teu lucu sateh nying!! ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1784,Soushikaaa,2012-08-15 12:46:58+00:00,"HUAHAHAHA RT @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1785,GielvanDanu,2012-08-15 12:46:48+00:00,"epic tweet is epic @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1786,ginting69,2012-08-15 12:46:46+00:00,"Hahaahaha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1787,rioandroad,2012-08-15 12:46:42+00:00,"Alien ni.. cc: @IrfaNaziz_ RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1788,unisniss,2012-08-15 12:46:01+00:00,"........ ""@damprad: ... RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1789,markudhimz,2012-08-15 12:45:16+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1790,pendekartunduh,2012-08-15 12:45:15+00:00,"RT""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1791,GautamaFrizky,2012-08-15 12:44:49+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1792,bpu20,2012-08-15 12:43:50+00:00,"Alien :))))) RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1793,sensormotorik,2012-08-15 12:43:42+00:00,"Dedengkot alien RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1794,ferdiansjah,2012-08-15 12:43:35+00:00,"LOL "" @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1795,faizalalfarizy,2012-08-15 12:43:33+00:00,"=)) ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1796,iieaprilia,2012-08-15 12:43:23+00:00,"Hahaaaaa :)) RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1797,ndre_tomat,2012-08-15 12:42:29+00:00,"""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"" hahaahah, emg dr planet laen nih org..."
1798,3dalay,2012-08-15 12:41:41+00:00,"Alien (`▽´)-σ RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1799,prifkywahyu,2012-08-15 12:40:53+00:00,"RT @soniRiok @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1800,ilegallogging,2012-08-15 12:40:47+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1801,adedindaaa,2012-08-15 12:40:44+00:00,"Ppffftt RT ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1802,arraziee,2012-08-15 12:40:37+00:00,"Taeeeeeeee *Messi manusia planet :)) RT @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1803,limasudut,2012-08-15 12:40:25+00:00,"Harusnya kan Usaian Bolt RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1804,HiKalvin,2012-08-15 12:40:22+00:00,"wkwkak RT @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1805,frdftw,2012-08-15 12:39:55+00:00,"lol :D RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1806,bhusthomy,2012-08-15 12:39:51+00:00,"Gateli haha RT ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1807,dianhadiatullah,2012-08-15 12:39:50+00:00,"LOL RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1808,Skhael,2012-08-15 12:39:35+00:00,":) RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1809,matthewressa,2012-08-15 12:39:31+00:00,"Ngawur RT@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1810,candraawiguna,2012-08-15 12:39:28+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1811,FendyIndSet,2012-08-15 12:39:02+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1812,CecilWoL,2012-08-15 12:38:53+00:00,"@my_supersoccer  RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1813,0ziik,2012-08-15 12:38:47+00:00,"""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1814,caturbowo,2012-08-15 12:38:24+00:00,"""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1815,imam_lm,2012-08-15 12:38:16+00:00,"Seolah-olah alien RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1816,oh_aml,2012-08-15 12:38:12+00:00,"Lucu?RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1817,byrarctic,2012-08-15 12:38:04+00:00,"wakakakaka tai bgt lah ini RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1818,arrasReese,2012-08-15 12:38:02+00:00,"Cc: @my_supersoccer :D RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1819,yunitjg,2012-08-15 12:37:59+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1820,rzm_,2012-08-15 12:37:56+00:00,"Bah wkwkwk RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1821,fadhil_rezka,2012-08-15 12:37:55+00:00,"Haha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1822,yoldstio,2012-08-15 12:37:39+00:00,"Jancok! :)) ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1823,zzFanjizz,2012-08-15 12:37:36+00:00,"Ahahahaha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1824,andyansah,2012-08-15 12:37:26+00:00,"HAHAHA RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1825,robbysputra,2012-08-15 12:37:18+00:00,"Ternyata beneran alien @my_supersoccer RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1826,okkyst_,2012-08-15 12:37:16+00:00,"kerjaan lu nih min @my_supersoccer --&gt; RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1827,ydp_prabowo,2012-08-15 12:37:02+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1828,dimasokowati,2012-08-15 12:36:54+00:00,"Haha bolela RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1829,sandyrobot,2012-08-15 12:36:48+00:00,"Alienel Messi :D QT RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1830,Handani94,2012-08-15 12:36:43+00:00,"LOL RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1831,LemakJahat,2012-08-15 12:36:39+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1832,taufik_portiere,2012-08-15 12:36:34+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1833,mahendrawb,2012-08-15 12:36:24+00:00,"A.L.I.E.N. RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1834,just_togi,2012-08-15 12:36:20+00:00,"Planet abis bleh??@barbaraschoco @eiboyd @geds_wibisono RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1835,prasetyakmal,2012-08-15 12:36:18+00:00,"Haha messi kampungnya di mars toh! Pantes haha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1836,direjaa,2012-08-15 12:36:13+00:00,"""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1837,hittthepost,2012-08-15 12:36:13+00:00,"alien jeruk RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1838,ahmadXhadian,2012-08-15 12:36:11+00:00,"HOYAAAHH!! RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1839,riowaryono,2012-08-15 12:36:11+00:00,"geblek :D RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1840,aprizalhuswandi,2012-08-15 12:36:10+00:00,"HahaRT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1841,Muhamadvicky,2012-08-15 12:36:08+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1842,brodektri,2012-08-15 12:36:06+00:00,"ada kali? @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1843,_rispi,2012-08-15 12:36:04+00:00,"Ciyan RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1844,Junedprime,2012-08-15 12:36:03+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1845,rupmakrup,2012-08-15 12:36:03+00:00,"tahiks ! :)) RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1846,pratamayugi,2012-08-15 12:35:47+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1847,DamarEvans_06,2012-08-15 12:35:47+00:00,"Hahaha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1848,bagusaban,2012-08-15 12:35:44+00:00,"Alien -_-RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1849,Fajri_Fadhillah,2012-08-15 12:35:42+00:00,":)))) RT @Liputan9 Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1850,Adelakardin,2012-08-15 12:35:41+00:00,"Nasa kan merk mobil.....nissan.yap betul(?)-_-RT ""@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"""
1851,efyandro,2012-08-15 12:35:41+00:00,"Wakakaka RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1852,Kikoyaye,2012-08-15 12:35:35+00:00,"buahaha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1853,arieyz_ss,2012-08-15 12:35:35+00:00,"Hahahahanjerrr RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1854,ifranazhar,2012-08-15 12:35:22+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1855,w87hg,2012-08-15 12:35:21+00:00,"RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1856,ahmdirfna,2012-08-15 12:35:20+00:00,"Alien, haha RT @Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini"
1857,eginuary,2012-08-15 12:35:14+00:00,"gelo siah “@Liputan9: Tiket Mars Terakhir Diboyong Nasa, Lionel Messi Batal Mudik Tahun Ini”"
